"Type","Sao","Cung","Chi","Text"
"Chính tinh","Thiên Lương","Phụ Mẫu","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Phụ Mẫu","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Phụ Mẫu","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Phụ Mẫu","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Phụ Mẫu","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thiên Lương","Phúc Đức","Tý","Thiên Lương tọa thủ tại Tý"
"Chính tinh","Thiên Lương","Phúc Đức","Sửu","Thiên Lương tọa thủ tại Sửu"
"Chính tinh","Thiên Lương","Phúc Đức","Dần","Thiên Lương tọa thủ tại Dần"
"Chính tinh","Thiên Lương","Phúc Đức","Mão","Thiên Lương tọa thủ tại Mão"
"Chính tinh","Thiên Lương","Phúc Đức","Thìn","Thiên Lương tọa thủ tại Thìn"
"Chính tinh","Thiên Lương","Phúc Đức","Tỵ","Thiên Lương tọa thủ tại Tỵ"
"Chính tinh","Thiên Lương","Phúc Đức","Ngọ","Thiên Lương tọa thủ tại Ngọ"
"Chính tinh","Thiên Lương","Phúc Đức","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Phúc Đức","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Phúc Đức","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Phúc Đức","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Phúc Đức","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thiên Lương","Điền Trạch","Tý","Thiên Lương tọa thủ tại Tý"
"Chính tinh","Thiên Lương","Điền Trạch","Sửu","Thiên Lương tọa thủ tại Sửu"
"Chính tinh","Thiên Lương","Điền Trạch","Dần","Thiên Lương tọa thủ tại Dần"
"Chính tinh","Thiên Lương","Điền Trạch","Mão","Thiên Lương tọa thủ tại Mão"
"Chính tinh","Thiên Lương","Điền Trạch","Thìn","Thiên Lương tọa thủ tại Thìn"
"Chính tinh","Thiên Lương","Điền Trạch","Tỵ","Thiên Lương tọa thủ tại Tỵ"
"Chính tinh","Thiên Lương","Điền Trạch","Ngọ","Thiên Lương tọa thủ tại Ngọ"
"Chính tinh","Thiên Lương","Điền Trạch","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Điền Trạch","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Điền Trạch","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Điền Trạch","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Điền Trạch","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thiên Lương","Quan Lộc","Tý","Thiên Lương tọa thủ tại Tý"
"Chính tinh","Thiên Lương","Quan Lộc","Sửu","Thiên Lương tọa thủ tại Sửu"
"Chính tinh","Thiên Lương","Quan Lộc","Dần","Thiên Lương tọa thủ tại Dần"
"Chính tinh","Thiên Lương","Quan Lộc","Mão","Thiên Lương tọa thủ tại Mão"
"Chính tinh","Thiên Lương","Quan Lộc","Thìn","Thiên Lương tọa thủ tại Thìn"
"Chính tinh","Thiên Lương","Quan Lộc","Tỵ","Thiên Lương tọa thủ tại Tỵ"
"Chính tinh","Thiên Lương","Quan Lộc","Ngọ","Thiên Lương tọa thủ tại Ngọ"
"Chính tinh","Thiên Lương","Quan Lộc","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Quan Lộc","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Quan Lộc","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Quan Lộc","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Quan Lộc","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thiên Lương","Nô Bộc","Tý","Thiên Lương tọa thủ tại Tý"
"Chính tinh","Thiên Lương","Nô Bộc","Sửu","Thiên Lương tọa thủ tại Sửu"
"Chính tinh","Thiên Lương","Nô Bộc","Dần","Thiên Lương tọa thủ tại Dần"
"Chính tinh","Thiên Lương","Nô Bộc","Mão","Thiên Lương tọa thủ tại Mão"
"Chính tinh","Thiên Lương","Nô Bộc","Thìn","Thiên Lương tọa thủ tại Thìn"
"Chính tinh","Thiên Lương","Nô Bộc","Tỵ","Thiên Lương tọa thủ tại Tỵ"
"Chính tinh","Thiên Lương","Nô Bộc","Ngọ","Thiên Lương tọa thủ tại Ngọ"
"Chính tinh","Thiên Lương","Nô Bộc","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Nô Bộc","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Nô Bộc","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Nô Bộc","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Nô Bộc","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thiên Lương","Thiên Di","Tý","Thiên Lương tọa thủ tại Tý"
"Chính tinh","Thiên Lương","Thiên Di","Sửu","Thiên Lương tọa thủ tại Sửu"
"Chính tinh","Thiên Lương","Thiên Di","Dần","Thiên Lương tọa thủ tại Dần"
"Chính tinh","Thiên Lương","Thiên Di","Mão","Thiên Lương tọa thủ tại Mão"
"Chính tinh","Thiên Lương","Thiên Di","Thìn","Thiên Lương tọa thủ tại Thìn"
"Chính tinh","Thiên Lương","Thiên Di","Tỵ","Thiên Lương tọa thủ tại Tỵ"
"Chính tinh","Thiên Lương","Thiên Di","Ngọ","Thiên Lương tọa thủ tại Ngọ"
"Chính tinh","Thiên Lương","Thiên Di","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Thiên Di","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Thiên Di","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Thiên Di","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Thiên Di","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thiên Lương","Tật Ách","Tý","Thiên Lương tọa thủ tại Tý"
"Chính tinh","Thiên Lương","Tật Ách","Sửu","Thiên Lương tọa thủ tại Sửu"
"Chính tinh","Thiên Lương","Tật Ách","Dần","Thiên Lương tọa thủ tại Dần"
"Chính tinh","Thiên Lương","Tật Ách","Mão","Thiên Lương tọa thủ tại Mão"
"Chính tinh","Thiên Lương","Tật Ách","Thìn","Thiên Lương tọa thủ tại Thìn"
"Chính tinh","Thiên Lương","Tật Ách","Tỵ","Thiên Lương tọa thủ tại Tỵ"
"Chính tinh","Thiên Lương","Tật Ách","Ngọ","Thiên Lương tọa thủ tại Ngọ"
"Chính tinh","Thiên Lương","Tật Ách","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Tật Ách","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Tật Ách","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Tật Ách","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Tật Ách","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thiên Lương","Tài Bạch","Tý","Thiên Lương tọa thủ tại Tý"
"Chính tinh","Thiên Lương","Tài Bạch","Sửu","Thiên Lương tọa thủ tại Sửu"
"Chính tinh","Thiên Lương","Tài Bạch","Dần","Thiên Lương tọa thủ tại Dần"
"Chính tinh","Thiên Lương","Tài Bạch","Mão","Thiên Lương tọa thủ tại Mão"
"Chính tinh","Thiên Lương","Tài Bạch","Thìn","Thiên Lương tọa thủ tại Thìn"
"Chính tinh","Thiên Lương","Tài Bạch","Tỵ","Thiên Lương tọa thủ tại Tỵ"
"Chính tinh","Thiên Lương","Tài Bạch","Ngọ","Thiên Lương tọa thủ tại Ngọ"
"Chính tinh","Thiên Lương","Tài Bạch","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Tài Bạch","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Tài Bạch","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Tài Bạch","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Tài Bạch","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thiên Lương","Tử Tức","Tý","Thiên Lương tọa thủ tại Tý"
"Chính tinh","Thiên Lương","Tử Tức","Sửu","Thiên Lương tọa thủ tại Sửu"
"Chính tinh","Thiên Lương","Tử Tức","Dần","Thiên Lương tọa thủ tại Dần"
"Chính tinh","Thiên Lương","Tử Tức","Mão","Thiên Lương tọa thủ tại Mão"
"Chính tinh","Thiên Lương","Tử Tức","Thìn","Thiên Lương tọa thủ tại Thìn"
"Chính tinh","Thiên Lương","Tử Tức","Tỵ","Thiên Lương tọa thủ tại Tỵ"
"Chính tinh","Thiên Lương","Tử Tức","Ngọ","Thiên Lương tọa thủ tại Ngọ"
"Chính tinh","Thiên Lương","Tử Tức","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Tử Tức","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Tử Tức","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Tử Tức","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Tử Tức","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thiên Lương","Phu Thê","Tý","Thiên Lương tọa thủ tại Tý"
"Chính tinh","Thiên Lương","Phu Thê","Sửu","Thiên Lương tọa thủ tại Sửu"
"Chính tinh","Thiên Lương","Phu Thê","Dần","Thiên Lương tọa thủ tại Dần"
"Chính tinh","Thiên Lương","Phu Thê","Mão","Thiên Lương tọa thủ tại Mão"
"Chính tinh","Thiên Lương","Phu Thê","Thìn","Thiên Lương tọa thủ tại Thìn"
"Chính tinh","Thiên Lương","Phu Thê","Tỵ","Thiên Lương tọa thủ tại Tỵ"
"Chính tinh","Thiên Lương","Phu Thê","Ngọ","Thiên Lương tọa thủ tại Ngọ"
"Chính tinh","Thiên Lương","Phu Thê","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Phu Thê","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Phu Thê","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Phu Thê","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Phu Thê","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thiên Lương","Huynh Đệ","Tý","Thiên Lương tọa thủ tại Tý"
"Chính tinh","Thiên Lương","Huynh Đệ","Sửu","Thiên Lương tọa thủ tại Sửu"
"Chính tinh","Thiên Lương","Huynh Đệ","Dần","Thiên Lương tọa thủ tại Dần"
"Chính tinh","Thiên Lương","Huynh Đệ","Mão","Thiên Lương tọa thủ tại Mão"
"Chính tinh","Thiên Lương","Huynh Đệ","Thìn","Thiên Lương tọa thủ tại Thìn"
"Chính tinh","Thiên Lương","Huynh Đệ","Tỵ","Thiên Lương tọa thủ tại Tỵ"
"Chính tinh","Thiên Lương","Huynh Đệ","Ngọ","Thiên Lương tọa thủ tại Ngọ"
"Chính tinh","Thiên Lương","Huynh Đệ","Mùi","Thiên Lương tọa thủ tại Mùi"
"Chính tinh","Thiên Lương","Huynh Đệ","Thân","Thiên Lương tọa thủ tại Thân"
"Chính tinh","Thiên Lương","Huynh Đệ","Dậu","Thiên Lương tọa thủ tại Dậu"
"Chính tinh","Thiên Lương","Huynh Đệ","Tuất","Thiên Lương tọa thủ tại Tuất"
"Chính tinh","Thiên Lương","Huynh Đệ","Hợi","Thiên Lương tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Mệnh","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Mệnh","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Mệnh","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Mệnh","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Mệnh","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Mệnh","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Mệnh","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Mệnh","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Mệnh","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Mệnh","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Mệnh","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Mệnh","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Phụ Mẫu","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Phụ Mẫu","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Phụ Mẫu","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Phụ Mẫu","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Phụ Mẫu","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Phụ Mẫu","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Phụ Mẫu","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Phụ Mẫu","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Phụ Mẫu","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Phụ Mẫu","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Phụ Mẫu","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Phụ Mẫu","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Phúc Đức","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Phúc Đức","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Phúc Đức","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Phúc Đức","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Phúc Đức","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Phúc Đức","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Phúc Đức","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Phúc Đức","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Phúc Đức","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Phúc Đức","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Phúc Đức","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Phúc Đức","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Điền Trạch","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Điền Trạch","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Điền Trạch","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Điền Trạch","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Điền Trạch","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Điền Trạch","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Điền Trạch","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Điền Trạch","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Điền Trạch","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Điền Trạch","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Điền Trạch","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Điền Trạch","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Quan Lộc","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Quan Lộc","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Quan Lộc","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Quan Lộc","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Quan Lộc","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Quan Lộc","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Quan Lộc","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Quan Lộc","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Quan Lộc","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Quan Lộc","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Quan Lộc","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Quan Lộc","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Nô Bộc","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Nô Bộc","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Nô Bộc","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Nô Bộc","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Nô Bộc","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Nô Bộc","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Nô Bộc","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Nô Bộc","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Nô Bộc","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Nô Bộc","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Nô Bộc","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Nô Bộc","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Thiên Di","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Thiên Di","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Thiên Di","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Thiên Di","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Thiên Di","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Thiên Di","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Thiên Di","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Thiên Di","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Thiên Di","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Thiên Di","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Thiên Di","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Thiên Di","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Tật Ách","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Tật Ách","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Tật Ách","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Tật Ách","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Tật Ách","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Tật Ách","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Tật Ách","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Tật Ách","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Tật Ách","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Tật Ách","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Tật Ách","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Tật Ách","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Tài Bạch","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Tài Bạch","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Tài Bạch","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Tài Bạch","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Tài Bạch","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Tài Bạch","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Tài Bạch","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Tài Bạch","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Tài Bạch","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Tài Bạch","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Tài Bạch","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Tài Bạch","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Tử Tức","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Tử Tức","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Tử Tức","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Tử Tức","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Tử Tức","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Tử Tức","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Tử Tức","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Tử Tức","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Tử Tức","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Tử Tức","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Tử Tức","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Tử Tức","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Phu Thê","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Phu Thê","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Phu Thê","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Phu Thê","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Phu Thê","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Phu Thê","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Phu Thê","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Phu Thê","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Phu Thê","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Phu Thê","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Phu Thê","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Phu Thê","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Thất Sát","Huynh Đệ","Tý","Thất Sát tọa thủ tại Tý"
"Chính tinh","Thất Sát","Huynh Đệ","Sửu","Thất Sát tọa thủ tại Sửu"
"Chính tinh","Thất Sát","Huynh Đệ","Dần","Thất Sát tọa thủ tại Dần"
"Chính tinh","Thất Sát","Huynh Đệ","Mão","Thất Sát tọa thủ tại Mão"
"Chính tinh","Thất Sát","Huynh Đệ","Thìn","Thất Sát tọa thủ tại Thìn"
"Chính tinh","Thất Sát","Huynh Đệ","Tỵ","Thất Sát tọa thủ tại Tỵ"
"Chính tinh","Thất Sát","Huynh Đệ","Ngọ","Thất Sát tọa thủ tại Ngọ"
"Chính tinh","Thất Sát","Huynh Đệ","Mùi","Thất Sát tọa thủ tại Mùi"
"Chính tinh","Thất Sát","Huynh Đệ","Thân","Thất Sát tọa thủ tại Thân"
"Chính tinh","Thất Sát","Huynh Đệ","Dậu","Thất Sát tọa thủ tại Dậu"
"Chính tinh","Thất Sát","Huynh Đệ","Tuất","Thất Sát tọa thủ tại Tuất"
"Chính tinh","Thất Sát","Huynh Đệ","Hợi","Thất Sát tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Mệnh","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Mệnh","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Mệnh","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Mệnh","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Mệnh","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Mệnh","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Mệnh","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Mệnh","Mùi","Phá Quân tọa thủ tại Mùi"
"Chính tinh","Phá Quân","Mệnh","Thân","Phá Quân tọa thủ tại Thân"
"Chính tinh","Phá Quân","Mệnh","Dậu","Phá Quân tọa thủ tại Dậu"
"Chính tinh","Phá Quân","Mệnh","Tuất","Phá Quân tọa thủ tại Tuất"
"Chính tinh","Phá Quân","Mệnh","Hợi","Phá Quân tọa thủ tại Hợi"
"Chính tinh","Phá Quân","Phụ Mẫu","Tý","Phá Quân tọa thủ tại Tý"
"Chính tinh","Phá Quân","Phụ Mẫu","Sửu","Phá Quân tọa thủ tại Sửu"
"Chính tinh","Phá Quân","Phụ Mẫu","Dần","Phá Quân tọa thủ tại Dần"
"Chính tinh","Phá Quân","Phụ Mẫu","Mão","Phá Quân tọa thủ tại Mão"
"Chính tinh","Phá Quân","Phụ Mẫu","Thìn","Phá Quân tọa thủ tại Thìn"
"Chính tinh","Phá Quân","Phụ Mẫu","Tỵ","Phá Quân tọa thủ tại Tỵ"
"Chính tinh","Phá Quân","Phụ Mẫu","Ngọ","Phá Quân tọa thủ tại Ngọ"
"Chính tinh","Phá Quân","Phụ Mẫu","Mùi","Phá Quân tọa thủ tại Mùi"
